entpName,itemName,itemSeq,efcyQesitm,useMethodQesitm,depositMethodQesitm,itemImage
부광약품(주),코리투살에프코프시럽,201403601,"이 약은 기침, 가래, 천식에 사용합니다.","만 15세 이상 및 성인은 1회 10 mL씩, 만 11세 이상~만 15세 미만은 1회 6.67 mL씩, 만 8세 이상~만 11세 미만은 1회 5 mL씩, 만 5세 이상~만 8세 미만은 1회 3.33 mL씩, 만 3세 이상~만 5세 미만은 1회 2.5 mL씩, 만 2세 이상~만 3세 미만은 1회 2 mL씩, 1일 5~6회 복용합니다.약 4시간 간격을 두고 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)휴비스트제약,아테인캡슐(아세틸시스테인),201403697,"이 약은 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증의 객담배출곤란에 사용합니다.","급성질환에 성인은 1회 1캡슐(200 mg)씩1일 3회, 6~14세는 1회 1캡슐(200 mg)씩1일 2회, 식전에 소량의 물과 함께 복용합니다.만성질환에 성인은 1회 1캡슐(200 mg)씩1일 2회, 6~14세는 1회 1/2캡슐(100 mg)씩1일 3회, 식전에 소량의 물과 함께 복용합니다.낭성섬유증에 6세 이상은 1회 1캡슐(200 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151456099314400067
부광약품(주),코리투살노즈시럽,201403633,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 20 mL씩, 만 11세 이상~만 15세 미만은 1회 13.33 mL씩, 만 7세 이상~만 11세 미만은 1회 10 mL씩, 만 3세 이상~만 7세 미만은 1회 6.67 mL씩, 만 2세 이상~만 3세 미만은 1회 5 mL씩, 1일 3~4회 식후 30분 및 취침시에 복용합니다.복용간격은 4시간으로 합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
조아제약(주),알마제트정(알마게이트),201403721,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MbDiGFWGML
부광약품(주),코리투살에프시럽(이부프로펜),201403677,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","11~14세는 1회 200~250 mg (10~13 mL), 7~10세는 1회 150~200 mg (8~10 mL), 3~6세는 1회 100~150 mg (5~8 mL), 1~ 2세는 1회 50~100 mg (3~5 mL)을 1일 3~4회 복용합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg (25 mL)을 초과해서는 안되며 공복시 투여는 피하는 것이 바람직합니다.",빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)테라젠이텍스,알마노겐정(알마게이트),201403739,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.","만 12세 이상및 성인은 1회 2정(1 g)씩, 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs83h
부광약품(주),코리투살에프콜드시럽,201403795,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 20mL씩, 만 11세 이상~만 15세 미만은 1회 13.33mL씩, 만 7세 이상~만 11세 미만은 1회 10mL씩, 만 3세 이상~만 7세 미만은 1회 6.67mL씩, 만 2세 이상~만 3세 미만은 1회 5mL씩, 1일 3회, 매 식후 및 필요한 경우에는 취침 시 복용합니다.원칙적으로 약 4시간 간격을 두고 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
한국먼디파마(유),베타딘드라이파우더스프레이,201403893,"이 약은 궤양, 화상, 베인 상처, 긁힌 상처 및 기타 가벼운 상처의 살균소독에 사용합니다.","치료 부위로부터 15~26cm 떨어진 거리에서하루에 수 회 3~4시간 마다분사합니다.분사 시 얇은 가루막이 형성되며, 필요한 경우 붕대로 덮습니다.사용 전 잘 흔들어 사용합니다.",습기와 빛을 피해 25도 이하에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.화기 근처에 두지 마십시오.,
주식회사제뉴원사이언스,나리센연질캡슐(나프록센),201403877,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2캡슐(250~500 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3캡슐(750 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1캡슐(250 mg)을 복용합니다.골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2캡슐(500 mg)을 복용한 후 6~8시간 간격으로 1캡슐(250 mg)씩 복용하고 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.편두통에는 초회량(처음 복용량)으로 3캡슐(750 mg)을 복용하고 필요하면 1일 1~2캡슐(250 ~ 500 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용30분 후에 복용합니다. 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KdEs
(주)유한양행,안티푸라민더블파워카타플라스마,201403937,"이 약은 타박상, 삠, 요(허리)통, 어깨결림, 근육통, 관절통의 진통 ㆍ 소염(항염)에 사용합니다.",약면의 박리지(벗겨내기)를 벗기고 1일 1~3회 환부(질환 부위)에 붙입니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)이든파마,이든암브록솔염산염정(암브록솔염산염),201403938,"이 약은 점액분비장애로 인한 급·만성기관지염, 천식성기관지염에 사용합니다.",성인은 1회 1정(30 mg)씩 1일 3회 식사와 관계없이 복용합니다.계속 치료시 1회 1정(30 mg)씩 1일 2회 복용합니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717322719300066
제이더블유신약(주),에시플엔산(바실루스리케니포르미스균),201404024,"이 약은 급ㆍ만성 장염, 급ㆍ만성 설사, 급성 이질, 각종 원인에 기인한 장내 이상발효에 사용합니다.","성인은 1회 2 g씩, 1일 3회 복용하고, 첫회에는 4 g을 복용합니다.유소아는 1회 1 g씩, 1일 3회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)씨엠지제약,프리센연질캡슐(나프록센),201403991,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2캡슐(250~500 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3캡슐(750 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1캡슐(250 mg)을 복용합니다.골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2캡슐(500 mg)을 복용한 후 6~8시간 간격으로 1캡슐(250 mg)씩 복용하십시오. 1일 총 용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.편두통에는 초회량(처음 복용량)으로 3캡슐(750 mg)을 복용하고 필요하면 1일 1~2캡슐(250 ~ 500 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용30분 후에 복용합니다. 1일 총 용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.연령, 증상에 따라 적절히 증감하십시오.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426916994200046
(주)휴비스트제약,알마휴정(알마게이트),201404116,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002376642900117
조아제약(주),조아케어로션1%(히드로코르티손),201404120,"이 약은 습진ㆍ피부염군, 피부가려움, 벌레물린데에 사용합니다.",사용 전 잘 흔들어 섞은 후 1일 1~3회 적당량을 환부(질환 부위)에 바르고 증상에 따라 적절히 증감합니다.이 약의 치료기간은 7일 이내로 제한합니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)유한양행,"키즈팡츄어블정(수출명: Kids Pang Chewable Tab., Yukids chewable tablet)",201404153,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방과 칼슘결핍 및 기타 칼슘의 보급에 사용합니다.","만 3세~8세는 1회 1정씩,만 8세 이상 및 성인은 1회 2정씩, 1일 2회 복용합니다.입안에서 녹이거나 씹어서 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426922449700096
(주)에이프로젠바이오로직스,다나센연질캡슐(나프록센),201404125,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2캡슐(250~500 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3캡슐(750 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1캡슐(250 mg)을 복용합니다.골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2캡슐(500 mg)을 복용한 후 6~8시간 간격으로 1캡슐(250 mg)씩 복용하고 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.편두통에는 초회량(처음 복용량)으로 3캡슐(750 mg)을 복용하고 필요하면 1일 1~2캡슐(250 ~ 500 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용30분 후에 복용합니다. 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154176795981800053
일양약품(주),옥시코잘액(옥시메타졸린염산염),201404186,"이 약은 코감기(급성 비염), 알레르기성 비염 또는 부비동염에 의한 코막힘, 콧물, 재채기, 머리무거움의 완화에 사용합니다.","성인 및 만 7세 이상의 소아는 1회 2~4방울씩, 만 2세 이상~만 7세 미만의 유아는 1회 1~2방울씩,1일 6회의 범위 내에서 양쪽 코안에 투여합니다.적용간격을 3시간 이상으로 합니다.연령과 증상에 따라 적절히 증감할 수 있습니다.",습기와 빛을 피해 25℃ 이하에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)뉴젠팜,로라젠정(로라타딘),201404206,"이 약은 알레르기성 비염(재채기, 코막힘, 가려움, 눈의 작열감), 만성 특발성(원인 불명의) 두드러기에 사용합니다.","성인 및 12세 이상의 소아는 1일 1회 1정(10 mg) 복용합니다.6~12세 미만의 소아는 체중이 30 kg이상인 경우 1일 1회 1정(10 mg), 30 kg이하인 경우 1일 1회 1/2정(5 mg) 복용합니다.연령, 증상에 따라 적절히 증감합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFLa
(주)팜젠사이언스,아로마솔크림,201404210,"이 약은 알레르기 피부염, 화장독, 땀띠, 가려움, 접촉피부염(기저귀발진), 면도 자극, 피부 거칠어짐 방지에 사용합니다.",1일 수회 적당량을 환부에 바르거나 가제 등에 묻혀서 붙입니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)한독,싸이타민정,201404221,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 C, D, E의 보급과 뼈, 이의 발육불량, 구루병의 예방, 말초혈행장애 및 갱년기시 어깨‧목결림, 수족저림 ‧ 수족냉증(손발이 차가움)증상의 완화에 사용합니다.","만 12세 이상 어린이 및 성인 1회 2정씩, 1일 1회 또는 1회 1정씩, 1일 2회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426922449700193
(주)바이넥스,디센트에스정,201404271,"이 약은 변비와 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질의 완화에 사용합니다.","성인은 1회 3정씩, 1일 1회 취침 시(공복 시)에 복용합니다.다만, 처음은 최소량을 복용하고 변의 모양과 상태를 보면서 조금씩 증량 또는 감량합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426928131000045
(주)이든파마,니자드정(니자티딘),201404327,"이 약은 위산과다, 속쓰림, 신트림에 사용합니다.",성인(15세~79세)은 1일 1회 1정(75 mg)을 복용합니다.8시간 경과후에도 증상의 개선이 없을 경우 1정(75 mg)을 추가로 복용합니다.1일 2정(150 mg)을 초과하지 마십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NoOiJmZV07
광동제약(주),광동탕에이액,201404328,"이 약은 감기의 여러 증상(두통, 인후통, 오한, 발열, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 성인은 1일 3회 1병, 만 11세 이상~만 15세 미만은 1일 3회 2/3병, 만 7세 이상~만 11세 미만은 1일 3회 1/2병, 만 3세 이상~만 7세 미만은 1일 3회 1/3병, 만 1세 이상~만 3세 미만은 1일 3회 1/4병을 식후 30분에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)에이프로젠바이오로직스,아파베린정,201404331,"이 약은 위통, 복통(배아픔), 산통, 위산과다, 속쓰림에 사용합니다.","만 15세 이상 및 성인은 1회 2정 1일 2~3회, 만 8세 이상~만 15세 미만은 1회 1정 1일 2~3회 식후 또는 식간에 복용합니다.다만, 1일 2회 이상 복용시에는 4시간 이상의 간격을 두고 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtB7
(주)텔콘알에프제약,리스토액(시트룰린말산염),201404360,이 약은 기능 무력증의 보조치료에 사용합니다.,"성인은 1회 1포(1 g), 1일 3회 물에 희석하여 복용합니다.6세 이상의 소아는 1회 1포(1 g), 1일 2회 물에 희석하여 복용합니다.4주 이상 투여하지 않습니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
동아제약(주),디판셉틱크림,201404363,"이 약은 감염 위험이 있는 상처(긁힌 상처, 베인 상처, 찢긴 상처, 화상, 피부염), 다리궤양, 욕창, 이차감염된 습진, 만성단순태선(신경피부염)과 같은 피부감염증, 수유기 동안의 유두균열(갈라짐), 소수술(피부손상, 수술상처)에 사용합니다.",상처 또는 감염된 피부부위를 청결히 한 후 필요에 따라 1일 여러차례얇게 바릅니다.바른 후 드레싱하거나 드레싱하지 않은 상태로 치료할 수 있습니다.,25℃ 이하 실온에서 보관하십시오.,
이연제약(주),테르미나겔(테르비나핀),201404408,"이 약은 피부사상균에 의한 피부진균감염증(족부백선, 고부백선(완선), 체부백선)과 전풍에 사용합니다.","적용전에 환부(질환 부위)를 깨끗이 씻고 말린 후 감염부위 및 그 주위에 얇게 1일 1회 적용합니다.간찰성 감염(유방 밑, 손, 발가락 사이, 둔부사이, 서혜부)의 경우, 야간에는 거어즈를 덮어 사용할 수도 있습니다.증상의 경감은 통상 2~3일 이내에 나타나나 보통 치료기간은 1주일입니다.",30℃ 이하에서 보관하십시오.,
(주)이든파마,이든알마게이트정,201404416,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs7_3
(주)제일제약,알피린장용정(아스피린)(수출용),201404364,"이 약은 심근경색, 뇌경색, 불안정형 협심증에서 혈전 생성 억제와관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제와 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소에 사용합니다.","성인은 1회 1정, 1일 1회 복용합니다.이 약은 장용정이므로 충분한 물과 함께 식전에 복용할 수 있습니다.",습기를 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426928131000121
(유)한풍제약,한풍제통고카타플라스마,201404498,"이 약은 염좌(삠), 타박, 근육통, 골절통, 요(허리)통, 견통(어깨결림), 동창(언 상처)의 진통·소염(항염)에 사용합니다.",성인은 1일 1~2회 사용합니다.약면의 비닐을 떼어버리고 나서 환부에 붙입니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
제이더블유중외제약(주),페인엔젤센연질캡슐(나프록센),201404406,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2캡슐(250~500 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3캡슐(750 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1캡슐(250 mg)을 복용합니다.골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2캡슐(500 mg)을 복용한 후 6~8시간 간격으로 1캡슐(250 mg)씩 복용하고 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.편두통에는 초회량(처음 복용량)으로 3캡슐(750 mg)을 복용하고 필요하면 1일 1~2캡슐(250 ~ 500 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용30분 후에 복용합니다. 1일 총용량이 5캡슐(1,250 mg)을 초과하지 않도록 합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oo1IQuC6Ix
알리코제약(주),루비로펜카타플라스마(플루르비프로펜),201404613,"이 약은 퇴행성관절염(골(뼈)관절염), 어깨관절주위염, 건(힘줄)ㆍ건초염(힘줄윤활막염), 상완골(위팔뼈)상과염(테니스 엘보우 등), 근육통, 외상(상처)후의 종창(부기)ㆍ동통(통증)의 진통ㆍ소염(항염)에 사용합니다.",1일 2회 약면의 박리지를 떼어내 환부에 붙입니다.적용부위의 땀을 닦아낸 후 사용하십시오.,실온에서 보관하십시오.,
대한약품공업(주),케티펜점안액(케토티펜푸마르산염),201404653,이 약은 알러지성 결막염에 사용합니다.,"성인은 1회 1방울씩, 1일 2~4회 또는 상태에 따라 적절히 점안합니다.유.소아는 의사의 처방에 따릅니다.",상온(15~25℃)에서 보관하십시오.개봉 후 4주가 지나면 사용하지 마십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)마더스제약,비센큐정,201404670,"이 약은 변비와 변비에 수반하는 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질의 완화에 사용합니다.","15세이상 및 성인은 1회 1~3정을 1일 1회 취침시(공복시)에 복용합니다.다만, 초회는 최소량을 복용하고 변의 모양과 상태를 보면서 조금씩 증량 또는 감량합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400005
(주)휴비스트제약,휴비스트아스피린장용정,201404696,"이 약은 심근경색, 뇌경색, 불안정형 협심증에서 혈전 생성 억제와관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제와 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소에 사용합니다.","성인은 1회 1정, 1일 1회 복용합니다.이 약은 장용정이므로 충분한 물과 함께 식전에 복용할 수 있습니다.",습기를 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OiaS5LeM8g
(주)에이프로젠바이오로직스,빅콘에스600정,201404702,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시 비타민 B1, B2, B6의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등)의 완화, 각기, 눈의 피로에 사용합니다.",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NyhdZzPmQU
(주)이든파마,트리멘정(트리메부틴말레산염),201404706,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토), 과민성대장증후군 및 경련성 결장, 소아 질환(습관성 구토, 비감염성 장관통과장애 (변비, 설사))에 사용합니다.","성인은 1회 100~200 mg 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다.",실온에서 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400075
(주)한국글로벌제약,뮤코틸캡슐(아세틸시스테인),201404707,"이 약은 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증의 질환에서객담배출곤란에 사용합니다.","급성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 3회, 6~14세는 1회 1캡슐(200 mg)씩, 1일 2회 식전에 소량의 물과 함께 복용합니다.만성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 2회, 6~14세는 1회1/2캡슐(100 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.낭성섬유증에 6세 이상은 1회 1캡슐(200 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400080
(주)마더스제약,아드레큐에이정,201404717,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 비타민 C의 보급과 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈(코피) 예방, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화와 자양강장에 사용합니다.","12세 이상 어린이 및 성인은 1회 1정, 1일 1~2회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400109
일양약품(주),노루모에프내복액,201404746,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식에 사용합니다.","만 15세 이상은 1회 1병 1일 3회, 만 11세 이상~만 15세 미만은 1회 2/3병 1일 3회,만 8세 이상~만 11세 미만은 1회 1/2병 1일 3회, 만 5세 이상~만 8세 미만은 1회 1/3병 1일 3회, 만 3세 이상~만 5세 미만은 1회 1/4병 1일 3회 식후 복용하며, 복용간격을 4시간 이상으로 합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)마더스제약,알비코정,201404747,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcIzQG1qVG
